DoriC AC	RefSeq	Organsim	Taxonomy	Genome Length	oriC location	dnaA box number	dnaA location	The extremes of GC disparity
ORI10040009	NC_002755.1	Mycobacterium tuberculosis CDC1551	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex.	4403837 nt	1525..2051 nt	1	1..1524 nt	4403537 nt (minimum), 2042212 nt (maximum)
ORI10040010	NC_002937.1	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio.	3570858 nt	3570715..150 nt	0	151..1464, 2347717..2349192 nt	3534065 nt (minimum), 1736491 nt (maximum)
ORI10040011	NC_002944.1	Mycobacterium avium subsp. paratuberculosis K-10	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC).	4829781 nt	1531..2099 nt	1	1..1530 nt	4829483 nt (minimum), 1887480 nt (maximum)
ORI10040012	NC_002945.1	Mycobacterium bovis AF2122/97	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex.	4345492 nt	1525..2051 nt	1	1..1524 nt	4345192 nt (minimum), 2035247 nt (maximum)
ORI10040013	NC_002950.1	Porphyromonas gingivalis W83	Bacteria, Bacteroidetes, Bacteroidetes (class), Bacteroidales, Porphyromonadaceae, Porphyromonas.	2343476 nt	2342805..2343476 nt	1	1..1422 nt	4925 nt (minimum), 1171997 nt (maximum)
ORI10040014	NC_002967.1	Treponema denticola ATCC 35405	Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema.	2843201 nt	265084..265353 nt	2	166..1575 nt	2842835 nt (minimum), 1641037 nt (maximum)
ORI10040015	NC_002971.1	Coxiella burnetii RSA 493	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Coxiella.	1995281 nt	1835517..1836065 nt	2	140..1495 nt	35804 nt (minimum), 868658 nt (maximum)
ORI10040016	NC_003318.1	Brucella melitensis 16M chromosome II	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella.	1177787 nt	91935..92331 nt	2	-	93446 nt (minimum), 757768 nt (maximum)
ORI10040017	NC_003454.1	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Bacteria, Fusobacteria, Fusobacterales, Fusobacteriaceae, Fusobacterium.	2174500 nt	641869..642687 nt	2	639955..641868 nt	642466 nt (minimum), 20727 nt (maximum)
ORI10040018	NC_003902.1	Xanthomonas campestris pv. campestris str. ATCC 33913	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas.	5076188 nt	1371..1645 nt	2	42..1370 nt	261290 nt (minimum), 2442205 nt (maximum)
ORI10040019	NC_003911.1	Silicibacter pomeroyi DSS-3	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Silicibacter.	4109442 nt	4105854..4106262 nt	1	164331..165737 nt	11 nt (minimum), 2089063 nt (maximum)
ORI10040020	NC_003919.1	Xanthomonas axonopodis pv. citri str. 306	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas.	5175554 nt	1371..1646 nt	2	42..1370 nt	5071633 nt (minimum), 2484710 nt (maximum)
ORI10040021	NC_004061.1	Buchnera aphidicola str. Sg (Schizaphis graminum)	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera.	641454 nt	641022..641454 nt	1	12397..13761 nt	1 nt (minimum), 340147 nt (maximum)
ORI10040022	NC_004311.1	Brucella suis 1330 chromosome II	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella.	1207381 nt	1207168..154 nt	2	-	1205789 nt (minimum), 532061 nt (maximum)
ORI10040023	NC_004343.1	Leptospira interrogans serovar Lai str. 56601 chromosome II	Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira.	358943 nt	355734..355977 nt	1	-	232 nt (minimum), 182776 nt (maximum)
ORI10040024	NC_004344.1	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Wigglesworthia.	697724 nt	697376..181 nt	0	-	590733 nt (minimum), 143045 nt (maximum)
ORI10040025	NC_004432.1	Mycoplasma penetrans HF-2	Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma.	1358633 nt	1358464..1358633 nt	0	1..1359 nt	34 nt (minimum), 665850 nt (maximum)
ORI10040026	NC_004545.1	Buchnera aphidicola str. Bp (Baizongia pistaciae)	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera.	615980 nt	1..468 nt	0	13114..14487 nt	271 nt (minimum), 332277 nt (maximum)
ORI10040027	NC_004829.1	Mycoplasma gallisepticum R	Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma.	996422 nt	2682..3162 nt	0	3163..4548 nt	348 nt (minimum), 518924 nt (maximum)
ORI10040028	NC_004917.1	Helicobacter hepaticus ATCC 51449	Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter.	1799146 nt	1081990..1082088 nt	1	1080619..1081989 nt	1106749 nt (minimum), 1324 nt (maximum)
ORI10040029	NC_005061.1	Candidatus Blochmannia floridanus	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, ant endosymbionts, Candidatus Blochmannia.	705557 nt	704749..705557 nt	0	-	1 nt (minimum), 372695 nt (maximum)
ORI10040030	NC_005363.1	Bdellovibrio bacteriovorus HD100	Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio.	3782950 nt	1417..1648 nt	1	1..1416 nt	1005 nt (minimum), 1940958 nt (maximum)
ORI10040031	NC_005824.1	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II	Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira.	350181 nt	346973..347216 nt	1	-	232 nt (minimum), 174483 nt (maximum)
ORI10040032	NC_006085.1	Propionibacterium acnes KPA171202	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Propionibacterineae, Propionibacteriaceae, Propionibacterium.	2560265 nt	1748..1867 nt	1	245..1747 nt	2558145 nt (minimum), 1293197 nt (maximum)
ORI10040033	NC_006085.1	Propionibacterium acnes KPA171202	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Propionibacterineae, Propionibacteriaceae, Propionibacterium.	2560265 nt	2560151..244 nt	2	245..1747 nt	2558145 nt (minimum), 1293197 nt (maximum)
ORI10040034	NC_006156.1	Borrelia garinii PBi chromosome linear	Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia, Borrelia burgdorferi group.	904246 nt	460244..460483 nt	1	458789..460243 nt	460447 nt (minimum), 67 nt (maximum)
ORI10040035	NC_006371.1	Photobacterium profundum SS9 chromosome 2	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Photobacterium.	2237943 nt	2237068..468 nt	2	-	2237464 nt (minimum), 1076246 nt (maximum)
ORI10040036	NC_006677.1	Gluconobacter oxydans 621H	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Gluconobacter.	2702173 nt	1139728..1140080 nt	1	155..1594 nt	1101930 nt (minimum), 2570855 nt (maximum)
ORI10040037	NC_006834.1	Xanthomonas oryzae pv. oryzae KACC10331	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas.	4941439 nt	1374..1650 nt	2	42..1373 nt	4745652 nt (minimum), 2421063 nt (maximum)
ORI10040038	NC_006908.1	Mycoplasma mobile 163K	Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma.	777079 nt	1..214 nt	0	215..1603 nt	663743 nt (minimum), 352620 nt (maximum)
ORI10040039	NC_006933.1	Brucella abortus biovar 1 str. 9-941 chromosome II	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella.	1162204 nt	1161991..154 nt	2	-	89 nt (minimum), 681478 nt (maximum)
ORI10040040	NC_007086.1	Xanthomonas campestris pv. campestris str. 8004	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas.	5148708 nt	1371..1645 nt	2	42..1370 nt	5025375 nt (minimum), 2537033 nt (maximum)
ORI10040041	NC_007205.1	Candidatus Pelagibacter ubique HTCC1062	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SAR11 cluster, Candidatus Pelagibacter.	1308759 nt	335453..335796 nt	2	398915..400249 nt	307638 nt (minimum), 995999 nt (maximum)
ORI10040042	NC_007292.1	Candidatus Blochmannia pennsylvanicus str. BPEN	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, ant endosymbionts, Candidatus Blochmannia.	791654 nt	790626..791654 nt	0	-	791413 nt (minimum), 362556 nt (maximum)
ORI10040043	NC_007294.1	Mycoplasma synoviae 53	Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma.	799476 nt	1..56 nt	1	57..1427 nt	57798 nt (minimum), 328099 nt (maximum)
ORI10040044	NC_007404.1	Thiobacillus denitrificans ATCC 25259	Bacteria, Proteobacteria, Betaproteobacteria, Hydrogenophilales, Hydrogenophilaceae, Thiobacillus.	2909809 nt	1511..1688 nt	2	137..1510 nt	5037 nt (minimum), 1440335 nt (maximum)
ORI10040045	NC_007406.1	Nitrobacter winogradskyi Nb-255	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Nitrobacter.	3402093 nt	114297..114369 nt	2	567..1994 nt	3298280 nt (minimum), 1590948 nt (maximum)
ORI10040046	NC_007482.1	Pseudoalteromonas haloplanktis TAC125 chromosome II	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas.	635328 nt	634716..159 nt	1	-	16087 nt (minimum), 624034 nt (maximum)
ORI10040047	NC_007498.1	Pelobacter carbinolicus DSM 2380	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Pelobacteraceae, Pelobacter.	3665893 nt	1431..1679 nt	1	72..1430 nt	2111 nt (minimum), 1888362 nt (maximum)
ORI10040048	NC_007508.1	Xanthomonas campestris pv. vesicatoria str. 85-10	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas.	5178466 nt	1330..1605 nt	2	1..1329 nt	13170 nt (minimum), 2764239 nt (maximum)
ORI10040049	NC_007519.1	Desulfovibrio desulfuricans G20	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio.	3730232 nt	3730119..188 nt	1	189..1499, 2337250..2338635 nt	2751 nt (minimum), 1982671 nt (maximum)
ORI10040050	NC_007614.1	Nitrosospira multiformis ATCC 25196 chromosome 1	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosospira.	3184243 nt	1500..1718 nt	2	69..1499 nt	3184225 nt (minimum), 1551874 nt (maximum)
ORI10040051	NC_007624.1	Brucella melitensis biovar Abortus 2308 chromosome II	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella.	1156948 nt	1156735..154 nt	2	-	89 nt (minimum), 681466 nt (maximum)
ORI10040052	NC_007644.1	Moorella thermoacetica ATCC 39073	Bacteria, Firmicutes, Clostridia, Thermoanaerobacteriales, Thermoanaerobacteriaceae, Moorella group, Moorella.	2628784 nt	228..449 nt	1	450..1778 nt	2725 nt (minimum), 1280334 nt (maximum)
ORI10040053	NC_007644.1	Moorella thermoacetica ATCC 39073	Bacteria, Firmicutes, Clostridia, Thermoanaerobacteriales, Thermoanaerobacteriaceae, Moorella group, Moorella.	2628784 nt	1779..1893 nt	1	450..1778 nt	2725 nt (minimum), 1280334 nt (maximum)
ORI10040054	NC_007705.1	Xanthomonas oryzae pv. oryzae MAFF 311018	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas.	4940217 nt	1370..1646 nt	2	41..1369 nt	4741644 nt (minimum), 2402265 nt (maximum)
ORI10040055	NC_007716.1	Aster yellows witches'-broom phytoplasma AYWB	Bacteria, Firmicutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Candidatus Phytoplasma, Candidatus Phytoplasma asteris.	706569 nt	705697..706569 nt	0	1..1515 nt	17243 nt (minimum), 285561 nt (maximum)
ORI10040056	NC_007722.1	Erythrobacter litoralis HTCC2594	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Erythrobacter.	3052398 nt	2618117..2618440 nt	1	2142392..2143858 nt	7 nt (minimum), 1295732 nt (maximum)
ORI10040057	NC_007759.1	Syntrophus aciditrophicus SB	Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus.	3179300 nt	1529..1698 nt	2	155..1528 nt	1158 nt (minimum), 1665839 nt (maximum)
ORI10040058	NC_007760.1	Anaeromyxobacter dehalogenans 2CP-C	Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter.	5013479 nt	1396..1810 nt	1	22..1395 nt	4967095 nt (minimum), 1906815 nt (maximum)
ORI10040059	NC_007761.1	Rhizobium etli CFN 42	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium.	4381608 nt	1..472 nt	2	370494..372044 nt	4378302 nt (minimum), 2145957 nt (maximum)
ORI10040060	NC_007798.1	Neorickettsia sennetsu str. Miyayama	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Neorickettsia.	859006 nt	855136..855541 nt	1	220315..221739 nt	858768 nt (minimum), 420610 nt (maximum)
ORI10040061	NC_007802.1	Jannaschia sp. CCS1	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Jannaschia.	4317977 nt	188444..189046 nt	2	48..1475 nt	135512 nt (minimum), 2295160 nt (maximum)
ORI10040062	NC_007947.1	Methylobacillus flagellatus KT	Bacteria, Proteobacteria, Betaproteobacteria, Methylophilales, Methylophilaceae, Methylobacillus.	2971517 nt	1459..1687 nt	2	46..1458 nt	2971228 nt (minimum), 1574693 nt (maximum)
ORI10040063	NC_007948.1	Polaromonas sp. JS666	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas.	5200264 nt	1435..1722 nt	2	40..1434 nt	5244 nt (minimum), 2592445 nt (maximum)
ORI20040064	NC_007984.1	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	Bacteria, Proteobacteria, Gammaproteobacteria, Baumannia.	686194 nt	147837..148604 nt	0	-	685853 nt (minimum), 378128 nt (maximum)
ORI20040065	NC_008048.1	Sphingopyxis alaskensis RB2256	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis.	3345170 nt	1535..1681 nt	2	173..1534 nt	2599437 nt (minimum), 1322329 nt (maximum)
ORI20040066	NC_008146.1	Mycobacterium sp. MCS	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium.	5705448 nt	1508..2068 nt	1	20..1507 nt	5705386 nt (minimum), 2761983 nt (maximum)
ORI30040067	NC_008277.1	Borrelia afzelii PKo	Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia, Borrelia burgdorferi group.	905394 nt	461927..462158 nt	1	460469..461926 nt	462202 nt (minimum), 10 nt (maximum)
ORI30040068	NC_008314.1	Ralstonia eutropha H16 chromosome 2	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus.	2912490 nt	2912210..1344 nt	2	1345..2439 nt	2912467 nt (minimum), 1457374 nt (maximum)
ORI30040069	NC_008344.1	Nitrosomonas eutropha C71	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas.	2661057 nt	1415..1618 nt	2	35..1414 nt	102164 nt (minimum), 1282740 nt (maximum)
ORI30040070	NC_008346.1	Syntrophomonas wolfei subsp. wolfei str. Goettingen	Bacteria, Firmicutes, Clostridia, Clostridiales, Syntrophomonadaceae, Syntrophomonas.	2936195 nt	2935971..82 nt	2	83..1393 nt	2936184 nt (minimum), 1365672 nt (maximum)
ORI30040071	NC_008347.1	Maricaulis maris MCS10	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Maricaulis.	3368780 nt	3256590..3257033 nt	1	14..1462 nt	3258810 nt (minimum), 1586415 nt (maximum)
ORI40040072	NC_008435.1	Rhodopseudomonas palustris BisA53	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Rhodopseudomonas.	5505494 nt	422492..422646 nt	2	641..2065, 3673704..3674378 nt	403878 nt (minimum), 3211125 nt (maximum)
ORI40040073	NC_008435.1	Rhodopseudomonas palustris BisA53	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Rhodopseudomonas.	5505494 nt	424516..424978 nt	2	641..2065, 3673704..3674378 nt	403878 nt (minimum), 3211125 nt (maximum)
ORI40040074	NC_008509.1	Leptospira borgpetersenii serovar Hardjo-bovis L550 chromosome 2	Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira.	317336 nt	317238..138 nt	1	-	3255 nt (minimum), 181480 nt (maximum)
ORI40040075	NC_008511.1	Leptospira borgpetersenii serovar Hardjo-bovis JB197 chromosome 2	Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira.	299762 nt	299664..138 nt	1	-	3255 nt (minimum), 164434 nt (maximum)
ORI50040076	NC_008513.1	Buchnera aphidicola str. Cc (Cinara cedri)	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera.	416380 nt	416226..416380 nt	0	5647..6960 nt	1 nt (minimum), 221179 nt (maximum)
ORI70040077	NC_008571.1	Gramella forsetii KT0803	Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Gramella.	3798465 nt	3458688..3458724 nt	2	700056..701483 nt	3489740 nt (minimum), 1648306 nt (maximum)
ORI70040078	NC_008571.1	Gramella forsetii KT0803	Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Gramella.	3798465 nt	3460597..3460635 nt	2	700056..701483 nt	3489740 nt (minimum), 1648306 nt (maximum)
ORI50040079	NC_008578.1	Acidothermus cellulolyticus 11B	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Acidothermaceae, Acidothermus.	2443540 nt	1518..1920 nt	1	75..1517 nt	16587 nt (minimum), 1291729 nt (maximum)
ORI50040080	NC_008578.1	Acidothermus cellulolyticus 11B	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Acidothermaceae, Acidothermus.	2443540 nt	2443053..74 nt	2	75..1517 nt	16587 nt (minimum), 1291729 nt (maximum)
ORI50040081	NC_008576.1	Magnetococcus sp. MC-1	Bacteria, Proteobacteria, Magnetococcus.	4719581 nt	26702..27099 nt	2	181..1524 nt	4718268 nt (minimum), 2320128 nt (maximum)
ORI60040082	NC_008595.1	Mycobacterium avium 104	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC).	5475491 nt	1530..2149 nt	1	33..1529, 3923290..3924789 nt	16940 nt (minimum), 2712821 nt (maximum)
ORI60040083	NC_008595.1	Mycobacterium avium 104	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC).	5475491 nt	5474887..32 nt	2	33..1529, 3923290..3924789 nt	16940 nt (minimum), 2712821 nt (maximum)
ORI60040084	NC_008596.1	Mycobacterium smegmatis str. MC2 155	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium.	6988209 nt	6986087..6986599 nt	2	6986600..6988114 nt	6988208 nt (minimum), 3399532 nt (maximum)
ORI60040085	NC_008596.1	Mycobacterium smegmatis str. MC2 155	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium.	6988209 nt	6988115..498 nt	1	6986600..6988114 nt	6988208 nt (minimum), 3399532 nt (maximum)
ORI60040086	NC_008599.1	Campylobacter fetus subsp. fetus 82-40	Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter.	1773615 nt	1773442..1773615 nt	2	1..1311 nt	459 nt (minimum), 909826 nt (maximum)
ORI70040087	NC_008705.1	Mycobacterium sp. KMS	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium.	5737227 nt	5382..5934 nt	1	5935..7422 nt	5737078 nt (minimum), 2779871 nt (maximum)
ORI70040088	NC_008705.1	Mycobacterium sp. KMS	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium.	5737227 nt	7423..7983 nt	1	5935..7422 nt	5737078 nt (minimum), 2779871 nt (maximum)
ORI70040089	NC_008726.1	Mycobacterium vanbaalenii PYR-1	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium.	6491865 nt	1734..2308 nt	2	249..1733 nt	6490855 nt (minimum), 3106516 nt (maximum)
ORI70040090	NC_008726.1	Mycobacterium vanbaalenii PYR-1	Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium.	6491865 nt	6491516..248 nt	1	249..1733 nt	6490855 nt (minimum), 3106516 nt (maximum)
ORI70040091	NC_008751.1	Desulfovibrio vulgaris subsp. vulgaris DP4	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio.	3462887 nt	11114..11464 nt	0	9812..11113, 1217610..1219124 nt	3462880 nt (minimum), 1731762 nt (maximum)
ORI70040092	NC_008786.1	Verminephrobacter eiseniae EF01-2	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Verminephrobacter.	5566749 nt	5566733..492 nt	2	493..1944 nt	5546959 nt (minimum), 3605546 nt (maximum)
